guid,label,premise,hypothesis,expl1,template
4447440388.jpg#4r1e,entailment,Two young women posing for the camera.,Two young women posing for the camera,"""Two young women posing for the camera."" is exactly the same as ""Two young women posing for the camera.""",
6847163438.jpg#3r1e,entailment,A group of women play roller hockey.,women  play roller hockey,Women can be used collectively to refer to a group of women.,
6847163438.jpg#3r1c,contradiction,A group of women play roller hockey.,men play roller hockey,Women and men are not the same.,
1482654385.jpg#4r1e,entailment,Two boys are climbing poles outdoors.,Two boys are climbing,Climbing poles is a form of climbing.,
4832224164.jpg#4r1e,entailment,a group of people gathering outside.,People gathering outside.,"If a group of people is gathering outside, people are outside.",
4825821941.jpg#4r1e,entailment,Donkey pulled cart parked in front of small shops.,Cart parked in front of small shops.,A donkey pulled cart is a type of cart.,
5727359138.jpg#0r1e,entailment,"a woman in a blue short sits with a piece of cloth in front of her and many other things on the tables surrounding her, while a man in a hat stands on the other side of the table asking her a question","a woman in a blue short sits with a piece of cloth in front of her and many other things on the tables surrounding her, while a man in a hat stands on the other side of the table asking her a question",Woman and woman are the same.,
3049836410.jpg#2r1e,entailment,A artist is at work making a sculpture.,A artist is at work,At work implies at work.,
5056620714.jpg#3r1e,entailment,A singer is crowd surfing.,A singer is crowd surfing,A singer is crowd surfing is exactly the same as A singer is crowd surfing.,
8757787.jpg#3r1e,entailment,Men are cooking and serving food from a grill.,men are cooking,there is a grill and men are cooking,
5904096092.jpg#4r1e,entailment,They are playing baseball.,they are playing baseball,They are playing baseball. The second sentence is not capitalized.,
115767961.jpg#4r5e,entailment,A pilot is leaving a home.,A pilot is leaving,A home is omitted without drastically changing the meaning.,
3315353266.jpg#0r1e,entailment,A man in a purple suit is standing by a purple case playing a guitar.,A man in a purple suit is standing by a purple case playing a guitar,A man in standing playing guitar.,
3473320907.jpg#3r1e,entailment,The field hockey player takes a digger in a match.,the field hockey player takes a digger,If the player takes a digger in a match then he took the digger.,
4069607034.jpg#4r1e,entailment,Four young boys talking to a man.,Boys talking to a man.,conversation took place between a man talking to boys.,
542179694.jpg#0r1e,entailment,"A firetruck stops and makes a call at a bridge, where a man and his dogs are running.",A firetruck stops,A firetruck stops is specifically stated in the first and second sentence.,
6964979447.jpg#3r1n,entailment,tennis player returning a high serve on tennis court.,tennis player returning a high serve,The tennis player is on a tennis court while returning a high serve.,
2229177914.jpg#3r1e,entailment,A brown dog jumps over hurdle with flames on each end.,A brown dog jumps,"Yes, the brown dog jumps over a hurdle.",
533363682.jpg#0r1e,entailment,"In a gym setting, two men, one airborne and the other kicking, are performing martial arts moves opposite each other while two other men in the background are observing and applauding.","In a gym setting, two men, one airborne and the other kicking, are performing martial arts",Two men are in a gym performing martial arts by kicking.,
4621219089.jpg#1r1e,entailment,A woman is weighing something while a man is sitting down.,A man is sitting down.,A man is sitting down in both instances.,
5444535493.jpg#4r1e,entailment,Three people hiking up a mountain in a blizzard.,three people hiking,YOU ARE HIKING WHEN CLIMBING A MOUNTAIN.,
1018057225.jpg#4r1e,entailment,A young boy pushing his toy quad.,A young boy pushing his toy quad,the sentences are the same - A young boy pushing his toy quad,
206094882.jpg#2r1e,entailment,"A graying man in a long-sleeve button-down shirt appears three times, depicting office activity.","A graying man in a long-sleeve button-down shirt appears three times, depicting office activity.","A graying man in a long-sleeve button-down shirt appears three times, depicting office activity is the exact same sentience.",
6563243819.jpg#3r1e,entailment,"A group of men and women wearing red coat and singing carols in a church for Christmas, 2011.",A group of men and women wearing red coat,A group of men and women wearing red coat is the same as a group of men and women wearing red coat.,
26439066.jpg#0r1e,entailment,"An elderly woman sits near a small Christmas tree holding an unwrapped present, and wearing a lampshade on her head.",An elderly woman sits,Sits is less descript way to say sits near a small Christmas tree.,
1931690777.jpg#4r1e,entailment,Four children jump in a pool.,Children jump in a pool.,"There are four children, children jump in a pool.",
3259225196.jpg#1r1c,contradiction,two women are watching a monitor screen outside in a city street.,Men are watching a monitor screen outside in a city street.,Women and men are two different genders.,
3201910861.jpg#1r1e,entailment,A couple men are reading something around a lantern.,A couple men are reading something around a lantern.,You cannot be a couple men and a couple men.,
4839470790.jpg#3r1e,entailment,Three men sit on the curb of a parking lot.,three men sit on the curb,"If there are men sitting on a curb, then there are men on the curb.",
3654276875.jpg#4r1e,entailment,A woman smiling outdoors.,A woman smiling,A woman smiling is just a shortened version of how she was smiling outdoors.,
439037721.jpg#2r1e,entailment,Two men sitting on the bank of a lake with an ice chest.,Men sitting on the bank of a lake with an ice chest.,Men sitting on the bank of a lake are sitting on the bank of a lake.,
3184891327.jpg#2r1e,entailment,Girls wearing pink and blue uniforms are playing a soccer game.,Girls wearing pink and blue uniforms,Girls wearing pink and blue uniforms is a rephrasing for girls wearing pink and blue uniforms.,
3462396164.jpg#3r1e,entailment,Crowd at an outdoor event,Crowd at an outdoor event,"""Crowd at an outdoor event"" is the same as ""crowd at an outdoor event"".",
506432952.jpg#3r1e,entailment,People watching an interesting thing.,People watching an interesting thing,"If multiple people are watching, it must be an interesting thing.",
4688196032.jpg#4r1e,entailment,A crowd of people in a city neighborhood.,A crowd of people in a city,If there is a crowd of people in a city then there is a crowd of people in the city.,
4725001619.jpg#0r1e,entailment,"A crowd of people sit in chairs outdoors, with a city scene and a bridge in the immediate background.",A crowd of people sit in chairs outdoors,A city and bridges are outdoors.,
3082997532.jpg#1r1e,entailment,A restaurant employee wearing a red coca cola shirt is preparing food to be placed under the hot lamps in a buffet line.,A restaurant employee wearing a red coca cola shirt is preparing food,'Preparing food to be placed under the hot lamps in a buffet line' can be simply written as 'preparing food',
2326730558.jpg#4r2e,entailment,Two dogs playing in snow.,two dogs play,Playing in snow is same as play.,
110613709.jpg#3r1e,entailment,Some elements are too small to visualize without a microscope.,Some Elements are too small,Elements that are too small without a microscope,
2957526701.jpg#1r1e,entailment,One person is emptying junk into a garbage bag while another person holds the bag open.,One person is emptying junk into a garbage bag,One person empties junk into a garbage bag while another person holds the bag open.,
512306469.jpg#4r1n,neutral,A boy with blue face paint sucks his thumb.,A boy with blue face paint sucks his thumb.,They're the exact same sentence. A boy with blue face paint sucks his thumb.,
512306469.jpg#4r1c,contradiction,A boy with blue face paint sucks his thumb.,A boy with blue face paint sucks his thumb.,Both paint sucks their thumb. The sentence does not contradict.,
